Clean_tweets;Labels
realtshemedi uyakufundisa nini tishala ulibele yitv 🤣🤣🤣🤣🤣🤣 ;negative
wont miss it 🙌🏾🙏🏾♥️ ;positive
psaflive abantwana benu banidelela emakhaya kini phinde bacinge ukba bazodelela noma ngubani apha phandlemna nam intwana ndingaybetha shame andifunu xoka ndaybetha inye nyi ;negative
dlami15 snowey ls 😭😭😭 ey bethuna ;negative
ukuwa komuntu ;negative
if you mean ukushayiwa ngebele ebuswenigo ahead ;negative
priscee s phuthu and amasi 😵‍💫 ;positive
ngobamakhos let me hang out here in the comments just to see if ukhona ugogo ozophendula because wowindaba yasemanzini ne content imbi shem yona i never understood nje the objective behind yoku posta kwa umsebenzi owenziwa komkhulu whether kukuphahla or cleansing🤷🏾‍♀️ ;negative
yintoni ayanezileyo uspitchnzawumbi lena ukwenza urhawuzelelwe ;negative
ohhh bawo wam yintoni nha basenze intlekisi infront of the whole nation😭😭😭😭😭 ;negative
ngxaki basuke banganyaniseki abanye ondiyakuthanda kodwa yena andimchasanga 😂😂😂😂 ;negative
thembimatroshe oh uxolo them ke wethu okusalayo makayenze yonkeeee ;negative
t touch uthin manje ngijole nenja ezobuye ingizibe nje ifone ngoba ibhonyelwe khohlwa nje ;neutral
mukhawa michaelbucwa id rather go to royal summit diplomat in one night and do 30 women soze 5k some lady demanded 1k she ended up with 100r for taxi fare we dont play outchea ;negative
nomonde sky inkinga nitsandza skoon dive 😂😂😂 ;positive
mmodiba10 lomfana mncane kabi ukuthi usengaguga kangaka egugiswa ukuba istooge sacyril ;negative
this guy on tiktok just said “ndilungeee ndilunge okwepitbull ebotshelelweyo soze nditye mntanamntu”😭😭 ;negative
fikz the cook ml philosophy 🤣🤣fikz stop it maan l had to read that filosofi twice ingxaki busy ne wine noni kakuhle vele off labo nje ;positive
unolalii akukho umntu ingxaki bhuti ;negative
callmekgosigadi orange lonke nase tang lutho ukuvuka ;neutral
houseofzwidesokalezwe is fairytale😂😂uyayazi inganekwane 😂😂 ;positive
realblackcoffee solphendukaa macgunleashed indoda ayihambi ipepeza izindaba zomuzi wayo ngathi niyafaba nje nalosisi ongakhokheli ugesi be the better person in everything thats happening or being said ;negative
you dont love me you dont care about me eeh bethuna ☺️ ;positive
chief nogcantsi khange ndikuve shame sorry😭😭 ;negative
taudalion 😭😭😭nam i read it ngelendlela ndicinga ucinga usibiza ngayo😭 ;negative
thabethekuhle inkinga leyo 🤞🤞 ;positive
djmaphorisa bhadala omunye umntwana mntamana ;positive
yonellajune ngivumelana nabo isencanelengane ;positive
mamzangwa2 0 ndiyabulela ntokazi kubenjalo nakuwe😊 ;positive
betusile mcinga induna🔥🔥🙏🏻 ;positive
amishsizani awufun ubayiyo ngxaki yakho ;negative
know your worth then add tax to it uzobona soze ba dlale ngawe 🤌🤡 ;neutral
nfaakiye never sounds like fun but soze ;negative
so many contacts ive deleted on my phone ndi avoider lanto yobona status zabantu nabo phofu bangaziboni ezam 😅 ;negative
qokani leeee yona aaaai bhebhe konakele🤞🏻bengithi ngiyobona le komarch njani kunjeeee🤣🤣🤣🤣 ;neutral
3 kaloku angel ;neutral
g1 3 chrisexcel102 lolz how do you not expect us to drag em when reality is that black woman especially our south africans choose foreign nationals because of what they bring to the tableamantombazane asesouth africa sisi aqomela indlala awanendaba nokuth aqome bani onjani ume nj ezoyinika imali ;negative
macpercy im not surprised nguwe kaloku gqeberhatheempire ;neutral
i’m on 9 and umbane ubuya ngo1230😭🤦🏾‍♂️ ;negative
ondela bidli makazikantando nala r61 wethu from port edward to lusikisiki is such a mess andazi ndingathi yintoni leya i was so happy i managed over a 1000km during the holidays without bursting a tyre almost every december ndiyagqajukelwa phayana at times ndide ndiye to dbn via n2 kokstad mxim ;negative
chrisexcel102 ina ndivume wena mna ;positive
westloverman nkanyezikubheka 😭😭😭😭 ngicela ukhiphe lawo mazinyo uthole amafalse 🙏🏽 ;negative
cishe ngayokozauthi yena ufuna intombi ezoba ipimple popper shwele that could never be me then he proceeded to try pop mine ;negative
amysgotbirds dang i guess i need to return the ring then ;neutral
winndifuna league double ;negative
xabisontuli advobarryroux niya saver kaloku ;neutral
zamamagic ngimbonga ngokungipha impilo💖💖💖💖 akukuningi ngibonga umusa 🤗🤗🤗🤗🙏🙏🙏🙏 indumiso ;positive
uviwe171 wagoduka early kaloku wena 😂 ;positive
bra hugh masikelakhawuleza mama naka amapoyisa eyongena endlini khawuleza🇿🇦 his music wil live forever ;positive
ufezokuhle uyibona kephy inkinga bafo ;positive
as qondi ze said dont force communication in a relationship if your partner is silent come to me i love you uyezwanami ngiyaphinda ngisho njalo ;neutral
mzidlanga abantwana beentanga zakho kaloku bayaphangela bona or doing their final year at university ;negative
cyrilramaphosa uyawakhuluma amanga mfo phambi kwabantu phakathi kwabantu 😡 ;negative
mjitha lol weh 😂🤣 umsebenzi ongaka ;positive
destinyzee yintoni igynecologicy doing residency ;negative
so izolo was both daughters athletic day the younger daughter ayilenzanga ixesha she good at cheerleading omdala got 2nd place kwi 800m so she is an athletic and a hockey babe💃💃💃💃 ;positive
my mother made microwave popcorn and for some strange reason they smell so awful to me yintoni lento endehlelayo 😭 ;negative
i doubt uyazazi ukhangela ntoni 2216pm ;negative
dispatch dd ezihlahleni village debe nek next to my village ndizalelwe e debe nek utata u mokho wakhe uyayisebenzela ilali yakhe ;negative
inaathiiii ngxaki we dont want anything to jeopardize le ship that is why sinovalo 🥺🥺 ;neutral
sgadi28 he was getting better every game i was shocked when he left thats when i saw ukuba ikhona ingxaki kule technical team yithu ;negative
masekonomvula1 welele inganekwane 🙄 ;neutral
snadlamini nalo munye naye ivele ngephutha lol akukwazi ;neutral
itspabalelo o involved weso ;neutral
bafana bucs1 iitompotsang siyandlovu91 sulila kaloku ;negative
ngibanikeze umsebenzi zivulwa akunaskathi sokudlala schoolsreopen grade1 ;positive
bulibee b nommabatho uyaxoka ;negative
bodash9 casspernyovest rootoffame soze mna ;negative
saze saluthwala usizi uma singaviki iloadshedding amanzi nawe ahambile😢 ;negative
meatyenhloko kancinci kancinci ;negative
“sindiswa are you okay there you have been burping nonstop “hayini bethuna 😭😭😭😭😭 ;negative
muzi 2c aibo ithiwani lento ngempela ;negative
thetruthpanther i like amasi but well done to the kids emini ka bhaa and these kids still have to learn but you wanna serve them amasi you want them to sleep in class people can be inconsiderate man it’s not like they don’t get money for these tenders ;neutral
akhonto indidika ngathi yinteshe rhaaa maan yinto eyayivela phi na le moeren yeqhaga ;negative
whoever has possessed my girlfriend with the demon of sleep goddammit ndivile kaloku ngoku😩😩 ;negative
malome6aint phofu uqhelile ;neutral
sthe notywala even if angafika kula level u cristiano wayekuyo ingxaki abantu kwela lizwe ikulo abanoyi vuma because of indlela edlala ngayo nebala layo which are both things engenokwazi ukwenzanto ngazo ;negative
bomikazi lukhatshwa yintoni ;negative
lungelo69162005 ukudlela nje etaxinibhasini akukho right u busy uyadla ngapha thina silambe siyafa bese imvuthu ka phaya wakho igcwala kithi sonke as if besidla ndawonye oku worse bese ecela umlahlela amathambo e khentakhi nge windi likhale ithumbu ;negative
last weekend photo dump 🤭❤️enkosi zithandwa zam with your continuous supportiyabulela ilali ;positive
riccardo elle solphendukaa its okay we are the same as you glued to our screens when ixesha le podcast selifikile 🤜🤛 so skeem ;negative
bill kagesi this month haibo haibo haibo wenziwani kanti ugesi kangaka kune load shedding futhi😨 aw ngeke ;negative
jaresh012 bathong we just arrived 😭 ;negative
msholoz58388215 thetruthpanther bathathe msholozi😂😂 amanga angaka kodwa umdala for this fallacy nxamalala ;negative
mazantshanga makhe enze i iption ye account bethuna u laduma ;neutral
iammisstc ngempela yaz ;neutral
ripjeremymansfield 💔 😭jem my radio brutha who inspired me amp made me laugh he knew that radio is defined as theater of the mind jeremy was radio 👏🏾 🙌🏾a larger than life character who had a heart of goldglad i worked with him 947 hamba kahle mfondinilala ngoxolo ;negative
knick5767 azania magwala yazi nidakwa ngempela is eff the ruling party you vote for these criminals when they give you problems you blame the eff something must be seriously wrong in your heads ;negative
nobuhle ukhona siyabukana nje ngyamhlonipha njengobaba kodwa angilindele lutho kuye🙏 ;positive
feels like a brazilian wax when you take the tape off otherwise akhonto iwrong ;negative
i really love how us joburg people still find genuineness and respect in someone just greeting us with only hello hi hey etc you want to do formal and extensive greetings – dumelang le kae sanbona molweni etc – still appreciated but that never really ;neutral
siya rixana ngaske ndigabhe ayimbiii ;negative
heyyianime kancane nine asibafuni labo bantu sineyingane nabo🙄🙄 saze safa ex this ex that🙄 ;negative
tsj letlapa ndiyabulela umntu funeke avuke straight ;positive
apiweenkosi hayi noko bethuna 😂😂 ;positive
angie reads people are sharing personal stories some unbelieveble koore o sale o ipotse gore a re tshela mo lehatsheng lele one some its about dead beats those ones always kill me ;neutral
time to settle this heat kancane ;neutral
lomithandazwana yabo khange isebenze upthebucs oncealways dstvpremiershipssdiski orlandopirates dstvprem ;positive
melitson89 mayzasuthukazi maldaka yintoni ingxaki abanye basebuhlanti abanye abaphenduli🤣🤣🤣🤣 ;negative
grootsuster yabakoena realblackcoffee solphendukaa macgunleashed ubani u “we” ngicela ungasikhulumeli sinemilomo yethu ;negative
“yiza ndikuvulele indlela eya egoli” 😂😂😂😂 ;positive
mstamaar wahaenne 😂 😅 🤣 umdala kaloku ;positive
spursofficial admin share that flag 🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦 ;negative
cabanga njoba ikhala iskhathi eside icishe phinde ikhale futhi mina nothing ;negative
kokoleo zn nithetha ngantoni ;negative
philmphela shes not casting shes joining ithini bethuna taba ;neutral
shado cee2 gqithi 😂😂😂 ;positive
mantsha k amanga awani nje… ;neutral
faayaa69 there is a set he did at kunye when he took his jacket off aaaah we all knew its time to rock 🤣🤣🤣🤣 ;negative
lwand0ski khome ndimxelele akublocker😭😭 ;negative
tsitsinotha lol i also read the names looking for hers eloxesha she was named first lol ;neutral
team work bayavela kancane kancane ;neutral
sanu kwenza ingxolo ngalanto yase gqeberha benithe umgidi ayilo siko yi celebration kaloku so ke thulani ;negative
princekaybee sa hay mntakwe yiyo le impilo entle usebenzile mfondini ;positive
whyufikelate soze not after that i went through your profile thread 😭😭😭 ;negative
malhilhi s inoba nanku ephethe amanzi ;neutral
chiildish l mpumiln ewe kaloku yile love 🥰🥺♥️ ;positive
londi k lfc orlandopirates abayeke ngempela i’m fed up ;neutral
qiniso thole sembi kengoku ;negative
gcina gee yho gcina💔 thank you nawe ubeneveki emnandi🙏🏾 ;negative
sgadi28 uphuzeni namhlanje mhlekazi😂🤣 ;positive
lerrykins of course kaloku😭 ;negative
sportygalv inoba sixakwe sisilungu mangutyana kudala ndijongandade ndaya naku google 😂 ;positive
one of the best accounts that i am not following has to be usisi nandi inyani ekwi tweets zalasisi👌🏾👌🏾 ;positive
hernameislee angiwaqambi amanga😭😭😭 ;negative
erica was going to the same place as abo ally bethuna ;neutral
aintnorolemodel uma kuthiwa ukukhuluma kunabantu bako kushiwo into enje😂😂😂😂😂 ;negative
the moment you see tweets from sgadi28 khizzie dlamaqhinga and gudeka about cricket sube bezothetha ipolitiki soze ubabone izinto xa zihamba kakuhle konwatyiwe 😎😎 ;negative
thibos mokone lesedifm skeem 016 vaal phakade inside reathella326reathella326reathella326skeemsadrive884 mhz valliensasbonge ;neutral
tyalisiya makazikantando she truly hates me kaloku ;neutral
collen sambo2 its not lack of financial knowledge mhlekazi people are earning pinutes while the cost of living is too high ;positive
dyan carter umntu onezo ngxaki akana boundaries ;neutral
xelela lo mfo cyrilramaphosa kaloku bra tiger 🤷🏾 ;neutral
tshele kobane they all have good intentions until you make them cum 🍆💦 ladliwa ikhekhe umshado uphelile siyemakhaya ;positive
kingbndlovu mailing kancane ;neutral
sonqeni uqhuba kengoku😣 my business here is done ;negative
runningwithsoleac✌️fetchyourbody2023irunforfunirunforsanity😌a very disciplined hun 😉 weeeeh i tried shame 🤣😂 ngomso back to my 7km yhoo ;positive
if you are in cape town nantsi igp ;neutral
and thats the honest truth if you have a partner i dont see the issue with trusting them with your phone once the phone is off limits its obvious ingxaki ;negative
ingxaki hes xhosa ☹️ ;negative
lekomadlala ngicela uye khona it’s not even pricy ;positive
the upcoming black coffee interview on podcastwithmacg requires a very different approach to asking questions i hope the guys plan it out properly nalento yokuhleka into engekho which results in answers taking an unnecessary direction must not happen podcastandchill ;negative
see elonmusk the timeline is filled with these twittersupport nihleli lapho okanye nilele nje ;neutral
shady lurker ave ninesidina ngokuzenza ngcono nazi ukubhala nje la kwitweeter with your medical card ekhukhwini ungakhulumi into ongayazi nithanda ukubukwa kakhulu nina ;positive
tlogknowsbest hahahaha bra utywala base v cafr yingozi ;negative
mbsvudu inyani zodwa kule ngoma ;neutral
lusei m amajita ayegoloza athi haay fondin soluke sonke yintoni ngoku ;negative
2mi007 from abo kumkani to cheese cakes 🤣🤣you guys are so amazing ;negative
dlamaqhinga khizzie hlubizer gudisile kutheni undilwisa ndiyancoma nje 😏😏😏 ;negative
ngempela usemhlabeni uvela ezulwini uyakuhlanza konke okunhlizweni🤍🤍 ;positive
ndingusandiso yeyethu baballo uvele uphume phandle silwe ;neutral
kadlaministhe yoh angifuni lutho ngawe ;neutral
azania1023 uqinisile phela niyizo ngempela ;neutral
lionessrage ngithi mina uyakwazi yini ukupheka ;neutral
zanel3 mthethwa camagu makubenjalo mhlekazi lukhanye uhambo lwakho👋 ;positive
nangamso nm indoda that waits for you to come home dicks you down uyiphakele nilale ikphinde ekseni before you go to work iphinde ihlale ikulinde ubuye ntambama ikphinde futhi 😂😂😂😂 ;positive
kade ngisethekwini mot so long ago ngize ngahamba kungenzakalanga lutho ;negative
x bae wethu sonke bethuna ❤️😍 xrepo ;positive
billzdaoriginal ithi sizo khuluma umasibonana ;neutral
onke38617924 cana yintoni le siyilindileyo ;negative
karoromitchelle ukuba it’s priority for you do it immediately so that uzolahlwa fast ukuba uguy akabeji ningamoshelani ixesha ;negative
heroinenetheng2 yhuu soze ;negative
lol into yobane mbeko iyaqhelisa shame izolo ndifumana video call from an ex xa ndiphakamisa ngu makazi wayo heee akandisuna for ba “ndadlala” ngomntanakhe mna 😭😭😭😭😭 ;negative
