sentence,Final_Label,predict_name
kopa lere ganeng sentle ladies kego tsaya jaaka abuti waka ke dilo mang tseo ,negative,Setswana
@user hello kego a o siame ,neutral,Setswana
@user i grew up ka kopana le mathata ,negative,Setswana
@user nnyaa monna ke batla go goroga ke tshela,positive,Setswana
@user ga se ke apare warm phefo ile go fet a ka nna ,negative,Setswana
@user go thata i know ,positive,Setswana
@user good morning ka kgang,neutral,Setswana
@user le ene o siame hela ,positive,Setswana
lmao bese it s a problem when you do them how they do you hai voetsek shem ,negative,multi
@user @user don t be jealous ntate thomas le wena otlo popa one day ,negative,Setswana
@user @user kana kgang ke yone eo ,neutral,Setswana
@user bathong tebogo o serious ka kgang eno wow ,neutral,Setswana
gum bese we must hear you chewing ,neutral,multi
story se chenchitse jaanong ,positive,Setswana
@user utanwi fihla kasi iyikhwele khale golf yeleyo ,negative,Tsonga
@user @user la lwala,neutral,Setswana
@user ya bamo palame strong and he doesn t want to concede that they are losing the battle,negative,multi
@user se segolo ke bophelo abuti ka daar ,neutral,Setswana
@user @user bathong le wena wa tshega while i m pleading your case ,negative,Setswana
@user nne kereng kgantele ,positive,Setswana
@user ooh okay nna kana ke gakologelwa bonnie suggesting ati ne ke sa itse ne ba tlhopha,neutral,Setswana
hello guys i think we shud fight this crime ya batho baba utswang electric cables maloba ba tsere ya my neighbour ,negative,multi
batho ba ba letsang phakela everything okay with yals at home urghhhh fokk ,negative,Setswana
ha o kgweetsa koloi ya less than100k o tshela mahala ko caltex ya maruapula everyday from 6-9am ,positive,Setswana
ka lwala yho ,negative,Setswana
@user nnyaa go tshwana hela mophato agore sepe le nna ke tla dira ditsala tse di ntsha ,positive,Setswana
@user if you can even find a pharmacy that delivers you ll probably have to wait bo ma one hours baby mara nkebe ebile o fihla nou ,negative,multi
@user everything has just gone up albany wholewheat brown bread from 16-r20 a loaf ho thata banna ,negative,Setswana
@user gogo this hit home after leaving that relationship it s been a year now single i can even go on vacations with my son ba nsotlile mandau ke utlwile clearly they did not want ka ya bona nou ke happy tshelete e teng and ya dula no man in my life thank,positive,
ha o apeile chillies sentle o tla sale o utlwa mmele o bulega diphatlha hela otlhe ke ipotsa gore ha nke e aramelwa go thibolola dinko tse di kibaneng ,positive,Setswana
@user @user ah bathong a dt o kile a ipona gore o dirisiwa jang ,positive,Setswana
@user ke kopa dikuku ,positive,Setswana
good morning to fans of the mighty 3-nil-winning kaizer chiefs go jewa batho gompieno ,positive,multi
pirates fans ba tshwana le moja love157 and khumbulekhaya ba rata taba tsa batho ,positive,Setswana
@user ho feta mono moetapele billiat ona le ho khoehla ho sa hlokahaleng o lokela hore ka nako tse ling ake setlele joalo ka monna a sireletse bolo eseng ena ea ho lula antse a sulubana ha bolo e fihla ho eena ,negative,Setswana
the results are evident look at the shoulder definition jaanong ke tlhasela m khaba don t say gao bonale ke meditse ,negative,Setswana
@user @user rene re utlwile ka tsa ga morakile ,positive,Setswana
@user banyana ba teng akere ,neutral,Setswana
motho yo ke neng ke tshegisana le ene go bontsha ene a sa tlhole a tshega ,negative,Setswana
@user one day ke ta siamelwa nako tse kabo a thantshwa ke yone jaana,neutral,Setswana
@user @user @user ni a lwala,neutral,Setswana
@user mara planet le hell sale dya kopana kae ,negative,Setswana
@user @user ba tshetse sukiri ka mo engine ng,neutral,Setswana
dumela aus lebo nna gore dikoloto di se nne boima ka di patella sentle ga ke tseye tse dintsi ka itekanyetsa mpho mokoena from jericho,positive,Setswana
oaks airtime e chekiwa jang on be mobile,negative,Setswana
maloba e ntse beke ke lwala ke ha ekare nka lela weeeh ,negative,Setswana
@user bese ubane figure yho asa ,negative,Setswana
tangina kinakabahan ako baka iba ang humor ko sa mga kaklase,negative,multi
@user leja sentle ,negative,Setswana
@user wa phapha ntate oo ,negative,multi
you guys just need to learn how to speak se ati coz rona ba re mo itseng owai o bua hela jaaka malatsi otlhe ,positive,multi
@user jaanong ha a reke e botoka ,negative,Setswana
@user pain ya teng monna,neutral,Setswana
@user yah thata,negative,Setswana
@user he doesn t represent all that africa stands for just like the americans who proposed a ban on abortion don t represent every american ever heard of ntate mogoeng s personal beliefs ,negative,multi
@user @user @user anc e lekile ka 21 go changer lebowakgomo to kgosi mmutle phutudi lll gaba fetsa gabotse ,negative,Setswana
@user @user hlala emjondolo uthenge ipolo udle omahosha qede ungakhokhi bese uyaginqika ,positive,Isixhosa
@user that s football for you hey i m still not convinced though re tshameka ,negative,Setswana
@user kana ke nako tsateng gongwe hane sale keirile kele monnye,negative,Setswana
@user staying preparedtlaya mageng,positive,Setswana
@user ke robala ka 3 plus duvet le hot water bottle it ain t enough ke tlhoka physical touch i m going through the most ,neutral,Setswana
@user aow aker wa botsisha gomme nna keya o araba,negative,Setswana
nako tsa di bad hair days di hele o itire setseno hela o c mo pele ga salon go itlhela ba go utlwela botlhoko,negative,Setswana
@user e teng mara ntho eo pallang mara meiskat ,neutral,Setswana
@user @user hao who got the free sneakers maloba,positive,Setswana
@user @user @user kana thats what i was thinking gore mortgage o kolota banka for 25 years match makers bare bone they can build u a house to pay for10 years its not yours until you fully pay yhe mortgage unless ore u dont trsit these guys gore baka go ag,negative,
@user o bo o tshuba microwave o a o ratang thata a utlwe sound ,negative,Setswana
bonolo is goated fr fr ,neutral,multi
gatwe re simolola 4 day week leng in this country,neutral,multi
@user waitse o tshela bokete diyeh mme ka gore ke hoo o setse o amogetse a monate o jewe batswadiiiiii ,positive,Setswana
@user ntate john is the best in the morning is a struggle safm then there is that steven grootes guy ,negative,multi
@user se se botlhokwa ke 3 points ,positive,Setswana
taba tse utlwisang di tapole tsa banna botlhoko ,negative,Setswana
ey banyana baka ,negative,Setswana
@user @user @user sounds like bana ba gago ke dikoko le dinja o motsadi ,positive,Setswana
@user second clip bese kune alcohol phakathi ungamsoli bafo ,positive,multi
@user nako ya teng i have a whole brewery mo ntlung,neutral,Setswana
that was low ntate sello,neutral,multi
@user bese you ll say i m toxic ,positive,Setswana
modimo nthuse ke moloi ,negative,Setswana
so today i decided to go out and meet my 5 loyal customer for the first time guess what darling o nkga monate jang thank you to been 2 years now my baby girl for lifemy birthday is on the17 september ,positive,multi
a go tlatse ka 1 authi ya kwa renkeng then bosigo a go founele be a re babes ke nna yo le wa zak ,positive,Setswana
this trend ya not clearing any rumour monate eng eng tota some of you really don t have to clear anything we know gore ga o monate rotlhe hela as a country i come in peace ,negative,multi
 yeses this response e tlhoka come back stru ,negative,multi
yho bo nkoko ba rona batla bona ba rileng rruri ,negative,Setswana
lobebe la puo ya rona yamo gae ,neutral,Setswana
forgive yourselftreat yourself wellgo tla siama laitaka modimo o teng,negative,multi
@user madume mosela metshameko ya bokhutlo jwa beke ene e fisa thata jaaka re bone ditlhopa tse dikgolo di latlhegelwa fela nna sewa kese tsaya jaaka wake-up call go sale gale every bad start has a good ending kealeboga @user mothibistad ,negative,
 le utlwile neh ,positive,Setswana
go nkga dikuku a re phatalleng love is love and ours is a ritual ,positive,Setswana
@user ene o e tshwere sentle,positive,Setswana
@user @user nke ba sa je kuku thata nke ba sa itse difference why ba sa tswalle dicholopo ba thabele se ba se fiwang ,negative,Setswana
@user lemme follow you for control nna ntate wa kua limpopo your father is indeed a great man pelo dia bohloko ,negative,multi
@user me gusta mucho el pene,neutral,Setswana
@user gonale mjolo mo teng ,neutral,Setswana
@user manje ku frame1 bese zisha ,neutral,Setswana
@user @user ulala nalama kwerekwere bese uza uzosbiza xenophobic tsegi,neutral,multi
re tla kopana ko ditrateng ,neutral,Setswana
@user @user @user grootman le jang phusi hakalo ntse le itholetse le le cool shede ,positive,Setswana
@user ga o ka reetsa the space sa bone gone jaana disgusting ,positive,Setswana
okare o didimetse thata ministry of entrepreneurship ,negative,Setswana
@user go siame ,neutral,Setswana
arthur zwane cooking @kaizerchiefs retlo tshola ese kgale hope you guys are hungry ,positive,Setswana
go lena kamoka bao le bapet ego karolo go dira gore let at i laka la matswalo le be bonolo le tlale ka lethabo kea leboga go t wa boteng ba pelo yaka kere modimo ale okelet e fao le t erego ,positive,Setswana
go phakela tlhe mona ,positive,Setswana
@user tlholang sentle basadi ba afrika borwa ba ke ba ratang mpho mokoena from jericho ,positive,Setswana
@user odirile sentle mme ,neutral,Setswana
 female police officers making an arrest usa you are under arrest anything you say and do sa tjo nna bana baka aneva bayetse so shem barutehile kima graduate aneva nje shem ,negative,multi
bruh koore where can i get an affordable vape tsothe di tura jaana ,negative,multi
bese siwine kanjani ,neutral,Isizulu
mine always silent when i sleep angfuni nje kutsi kubhazamiseke emadloti ebusuku nasikhuluma bese kuyatfusa ngekutsi ku ringe ,neutral,Siswati
@user @user re kaofela ha rona bana ba mme le ntate ,positive,Setswana
ntate @user is this true ,positive,multi
@user we hear u sir from welkom doorn etsa fela ntate ,neutral,multi
@user @user they don t play mercy phakela friend wa go borega ma re zama u might enjoy some songs ,positive,Setswana
@user hey wena dolo lakho please speak for yourself and do not give us bo ntate ba re sa ba itseng ke ntatago e le one be proud of this immoral man ,negative,multi
@user sundowns e nkile building material hwa tshwana mos ,negative,Setswana
le gompieno ,neutral,Setswana
the money pump will open the action tap we don t see any money pump tsenya madi kgosi ,negative,multi
one setswana x sepedi x sesotho thing that tickles me is that chairperson monnasetilo or modulasetilo jaanong you choose if o ntse or o dutse mo setilong ,positive,Setswana
@user @user nne kere ka rialo earl fela e rile go laelwa a bo a tlhagella ka banyana ba kae ,positive,Setswana
bese after talking stage kuza ini ,neutral,Isixhosa
@user @user kor go botlhoko man o pallwa keo robala ,neutral,Setswana
@user ebekare nka itahlela fatshe ,neutral,Setswana
@user @user ga gona meme yo o berekileng jaaka o today ke tlhotse ke go shebile gompieno,neutral,Setswana
@user muna ebile ekete go ne go kwala nna ,positive,Setswana
guys ne kere ke le reye kere,neutral,Setswana
@user monna wa ntha hela o mmona kamoso phakela ke wa gago taabo omo hilwe ke modimo just say amen ,positive,Setswana
@user kea cho lihele haeba li teng li ba emetse ,positive,Setswana
@user @user hare nagane go tshwana ankere,negative,Setswana
@user dead o tswa malapeng a a boele kwa atswang teng,neutral,Setswana
@user @user ga ne ke betsa ne kea go mo trapa nxu,positive,Setswana
@user @user @user o shave marete pele mosimane gore o tlo bolela ntho e kwagalang ,negative,Setswana
@user nna mme ga ke ye koo e bile le tv yame ga e na btv mo teng gatwe le ha e le go kgopiwa o seka wa be wa leka,negative,Setswana
evelyn substituted ntate wallet ,neutral,multi
@user @user mme mmanoko o kgakala oraa gore loeto la mogopolo le ka nna kalo ,neutral,Setswana
@user gone jaana tota ke nwa jwala jotlhe ha bo dumela i do a lot of sling just to know what s out there ke paletswe ke brutal fruit hela sukiri ,positive,Setswana
@user kgang yame ke eo ,negative,Setswana
@user ugh you obviously know keraya jang,neutral,multi
@user form1 le wna o monnye tlhe ,negative,Setswana
ne e le mathata hela gompieno ,negative,Setswana
@user tsa marato mosetsana o thubegile pelo gape o tseiwa ke sedidi ,negative,Setswana
don t bopha nje send home ,neutral,Setswana
@user o reetsa r1 wow ,neutral,Setswana
@user o kabe wa ipotsa ,negative,Setswana
@user ekete o ka bidiwa rra marete hela ,negative,Setswana
@user @user koo nna motsetserepa jaanong 40 days ya go ipolaisa tlala ,negative,Setswana
@user tota re ka thoka jang ,neutral,Setswana
tsosang @user le bush ba nthuse go explainer ati,neutral,Setswana
e teng mono ,neutral,Setswana
@user ate naman baka ma child abuse ako ahahahhahahahaah,negative,multi
@user are you related to ntate tito ,neutral,multi
@user dragged me so much maloba i had to switch off and take a nap ,negative,multi
@user @user o ka se kwale ha,negative,Setswana
