tweets,labels,predict_name,Unnamed: 3
@user @user happy birthday chair o gole gole o lekane le tlou modimo a go tshegofatse,positive,Sepedi,
@user yhoo rihanna otlo bolaisa bana ba bang,negative,multi,
@user kgale o nte o ja kudu,negative,Sepedi,
@user maate alarm ebele khale li llile empa ho tsoa ka likobong ekare nka loma electric fence,positive,Sepedi,
@user  ka nnete the writers are taking us for a ride,negative,Sepedi,
@user ke tlile mara a ka teya nako bcoz be keya mashilabele modirong,positive,multi,
lare o kabo a sa bolela gore o lositse 125gongwe o ikotlhaela gore he lost 125 a sa ja,positive,Sepedi,
@user  bathoong i thought otlo buwa tsona,negative,Sepedi,
my love for gareth bale will always be there whatever criticism i will always choose him,positive,Sepedi,
@user gape le shapa ke moya wo maatla ngwana wa mokgalabje bophelo bjo bo botse boa le swanela,negative,multi,
@user batho kana ba hakgamatsa monna prince,negative,Sepedi,
@user lol they sold us dreamsokile wa bona matlo a teng,negative,Sepedi,
dumelang baloi mara le le bana,negative,Sepedi,
@user what bonang was accused of taking,negative,Sepedi,
dropping on all digital platforms on the 15th april follow me on all my social handles witties n monis,positive,multi,
@user @user tlhoks didimala jaaka ntse o didimetse ka gore o tlo okeletsa ngwana omongwe kutlo botlhoko mara lwena o belwa ke nawa maswe maan,negative,Sepedi,
@user @user blue ticker tweba wena o tswele pele ka bophelo,neutral,Sepedi,
@user its part of pretoria mate what did you expect,negative,Sepedi,
@user renwa bjala bathong chaisa ase company ya oh flip ke ya gao mara chaise oye di cuddles,positive,Sepedi,
ke rekile di ace of spade tse 5 ke tshepile betway,negative,multi,
ke bolaya ke taba ya boots,positive,Sepedi,
tla ke bone pads dnt be dat guy pls,negative,Sepedi,
nose bleed are you kidding me,neutral,Sepedi,
sala ke thola ke nwa imaginary tea the whole day go parenta ke maaka,neutral,multi,
im tired but boroko bang swenkela,positive,Sepedi,
ha modimo are e etsahetse e etsahatse,negative,Sepedi,
@user though e khetha batho le eona eish,negative,Sepedi,
@user ao banna kana seemo se se ntseng yalo se botlhoko tota,negative,Sepedi,
a fa le bone thulz,neutral,Sepedi,
russel did a quick lap lewis yena,negative,Sepedi,
@user ao banna so fuck our sinuses,positive,multi,
@user he banna which one,positive,Sepedi,
@user pedi men from limpopo being a pedi is a profession,neutral,Sepedi,
be nka thabelwa ho tsoswa ka yona today but jeso ke morena,negative,multi,
@user @user go ja go logelwa maano,positive,multi,
@user gabotse botse good nyt,negative,Sepedi,
@user @user yhohaaidankiengiyabonganna a ke dikene taba tsa o ja ditlhakwana,negative,Sepedi,
lwena hao mmatla mo dumele,neutral,Sepedi,
cant wait kelo zwinka vuil,positive,multi,
konje mphororo has been requesting for oscar mboug activate your defend mode hape my girl ka mo tseba hle,negative,Sepedi,
@user @user thank you mokete i was struggling after that had to take a nap,positive,Sepedi,
@user this one hits home ke e rata ka pelo le moya,negative,multi,
@user its just banter babe bophelong o tsena o lwala 25 o tswa o le 75 sick if not yhuu i hate that hospital,negative,Sepedi,
@user manje o hlala kuphi,negative,Sepedi,
@user @user this heat is unnecessary go bolela nnete,negative,Sepedi,
@user lena la rata go re dumisa haii,negative,Sepedi,
@user @user kufakwe i stoney nama halls ukuze kuhlangane intambo kugesi,positive,multi,
i still dont understand why kat didnt give melita that file or captain malebana instead he gave it to kolo mantsha,positive,Sepedi,
@user tota ke bolelang ka le nna sale ke eme la reply for more than 10 mins ebile nkare nka mo block,negative,multi,
dayane mello is really killing this,negative,multi,
@user @user ke batla re mo thusa coz ke auti e sharp blind ga ke rate a ntse a utlwa bohloko,neutral,Sepedi,
ya kokota strue nana thulaa,positive,multi,
@user ke kwela ngwana batho bohloko monna wa go phela a le sober,positive,Sepedi,
@user and to think that i voted for her because she was behaving the entire week ngaze ngayi sola,neutral,multi,
@user bana ba hotseng kaaowalete ea lethekabaitsoaliba ikhulisi,negative,multi,
@user kehore country ya rona e tletse papadi,positive,multi,
@user they are in shambles hope windies can bowl them out quickly,negative,multi,
@user baloyi ke uyamaz evimba kwi chiefs,negative,Sepedi,
@user ke kopa summary gate go poka mang bo dj bo tsena ha kae mo go pokeng reality ene @user wena part ya gago ke ehe,positive,multi,
@user nka dira ga bohloko jwang kgauswi le katse,positive,multi,
skolo so re bolaya ka mmao,negative,Sepedi,
@user lmao o nale engwe ba e ngwala ele open book mara ya phara still,negative,Sepedi,
@user ne kere tseno tse setseng u li siee teng,negative,Sepedi,
@user @user co ask ey banna ba re buisa dilo weitsi,positive,multi,
@user congrats butinotifications always on,neutral,multi,
@user kubigo rough go go ntsho ntsho ntsho,negative,multi,
@user re bereka boima go dlala kaaowalete,positive,multi,
@user koloi ye ya sepela thobela,negative,multi,
@user eseng ka lover girl wa rona shem lo tsena seretseng very soon,negative,Sepedi,
@user ah sengwe hela ke tshamikisa plaka,positive,Sepedi,
@user ngwanyana wa go nagana gore bashimane ba phela ba naganne marago,positive,Sepedi,
@user ke gatisitse 1 pts and captain yame e dirile 0 pts,negative,Sepedi,
@user wena o ditaba taba,negative,multi,
@user ntwana tsena hadi bapale ditshela thupa,negative,Sepedi,
@user @user id latswa him,negative,multi,
@user haa keya goya gae wa papa  di kolo di tswetse and its not what youre thinking,negative,Sepedi,
@user wa thaba ya sione ga a palelwe ke sepe,positive,multi,
@user she must take us to groove with her via ig lives everytime she does go out to groove mogadime,negative,multi,
so from 1900 till 1930 my daughter and nephew are in class their being taught by the grandfather keitu be colouring and bokamoso doing math,neutral,multi,
@user ke bozza mos lol nkare etla baba,negative,multi,
motho otla tswa ka masepa kanakana gape seb se boi mo go maswe how do you guys get to do this,negative,Sepedi,
@user mare wa sokodisa phumi,positive,multi,
tsamo africa di jewa 3,negative,Sepedi,
@user ee akere ga rona ke lerato la nnete,positive,Sepedi,
bitsang dj le soul bathong,positive,multi,
@user @user watseba nna yena honestly i need an allowance i will never get married at this rate of waste,negative,Sepedi,
@user insomnia me e ntshwenya last weekdi shift di a ntshana,negative,Sepedi,
@user @user exactly my thoughts such drivers you just follow from a safe following distance until whatever plays out is complete then o iphetele go se letsapa le le fisang pelo,negative,Sepedi,
its funny though coz le nna bae o rata go nketsha love bite,positive,Sepedi,
@user good morning pula e ea na just saying,positive,Sepedi,
@user happy birthday to papa and thanks to him for raising such a beautiful strong perseverant queen ngwana bomma,negative,multi,
@user ke di up and down ke chakalaka le rena ga re tsebe were just in it for the ride,positive,multi,
nna ka ba tseba hle,neutral,multi,
@user tlao utlwe monate lwena,positive,Sepedi,
@user go nyala mang well done hun,positive,Sepedi,
another shoot with lele productions thanks @user and my sweetheart on make up @user,negative,Sepedi,
@user ke emetse mathaka a fetsa go ntshwantsha le ke ba hupetse ka setswana leleme la ga mme gake sebope gase ipope le lefetswa le bona kgope ke letsopa la kgale like motsefe ba mpitsa malome ke phunya selesele keba phunya tsebe tsebe kgwatisa ka sebe fel,neutral,Sepedi,
@user aowa le rena re gona,negative,Sepedi,
@user mmata aowa hle ke betere lehono,positive,Sepedi,
@user ge ba bona shoot your shot ba tsena ba kitima,positive,multi,
@user hey boo i see that ka nako eo i miss you,negative,Sepedi,
@user obedient ka njombi ya mang,negative,multi,
@user we are multi tasking lala,positive,Sepedi,
@user bona no questions asked and definitely no explanation given azishe,negative,multi,
@user ehe o e leba jalo,positive,Sepedi,
@user  okare ha se wena o tlhola o re tshegisa ka setswana,negative,Sepedi,
@user mmele o kgona go opa next day,negative,multi,
why serope se patagane le lerago,negative,Sepedi,
@user @user umuhle shem yena,neutral,Sepedi,
@user  nna seke dula lesotho bo ntate ntseng taba tsa lona magauteng,positive,Sepedi,
mandigoduke ndiyotya ke mna iskepsel sa modimoive booked a table for one,negative,Sepedi,
@user nekere ke rekela abuti omongwe soh mara kare geke bona price ka tlogela bc what,positive,Sepedi,
@user phela she used to bleed,negative,multi,
mamenemene a homote a rile tuu a fasane le mo dipuleng good night di okapi ta go swana lenna,positive,Sepedi,
motswako at its bestlyrically hes blessed just listen to the kombinasii of words,positive,Sepedi,
but this is a false na papa tive bathong,neutral,Sepedi,
@user nna kea tseba wa ntshepa,negative,multi,
@user @user mara mpho as long as di gripile molato okae,positive,multi,
john is a typical example of men will drive you crazy,neutral,multi,
@user i do shame even though most of the times ake ipone,positive,Sepedi,
@user chipi ke chipi o pila thata,positive,multi,
this thing of reading a book with a glass of wine is not for black people o mongwe ashu o sale on the first page mara lebotlolo le fedile ebile o founetse le boyfriend ya ngwana batho wetla otlo mo tsaya,positive,Sepedi,
@user ke nagana  ne ba nchea ka moriri o mosoeu,negative,Sepedi,
@user yena wa tena but shes my baby okay,negative,multi,
@user o ka lala ko ntle tlhe mma,positive,Sepedi,
@user @user kea e bona bo gone girl nyana gabotse nemara youre beautiful,negative,multi,
@user @user kgale ke hamba shamele nou ntse ke hamba ke go tlotlele,negative,Sepedi,
@user o thaba tona te,neutral,multi,
kante le bona kae di boyfriend,negative,Sepedi,
@user  plus enyinto izimoto uma zikwi dealership floor they dont depreciate but as soon as uphuma nayo lelo million liphenduka r 750k same time,positive,Sepedi,
@user  is dudula a political party bro kapa moabi o tsamaya leba,positive,Sepedi,
limpopo go monate se reng step baneng,positive,multi,
why a sa mo tlogele a fetse go bolela,positive,multi,
@user bathong wena ke poste the entire video fela for wena naganang aii no ka tlhollwa,positive,Sepedi,
@user lmao eh dia bowa moes,neutral,Sepedi,
u can rape me but leave my granny aloneatlogele mang o ska gafa,positive,Sepedi,
@user yho that means ke dilo tsa hao nna it will probably be at a store or petrol station,negative,Sepedi,
yoh ngwana mme le ntate maleka @user,positive,Sepedi,
hai maan beke le beke re tenwa ke bona,positive,Sepedi,
@user hai thula wena maan,negative,Sepedi,
@user  hai okare e nyaka extension nyana,negative,Sepedi,
ba godile go nale sofa e ngwe le ge o ka ja wa kgora o ska leka wa nna mo go yone,negative,multi,
@user  continue singing for your supper wena experiment e se kgale they will deal with you,positive,Sepedi,
@user kana gao yake ote o bone hela,negative,multi,
@user aowa laura ke colour no 7,negative,Sepedi,
@user wa bona ke rata ho shella 90 days before marriage hai kare wadi bona ntho tsee nna kase kgone because kele hlanya nna akere mm,positive,multi,
sabi ko vc sagot niya medyo,negative,Sepedi,
o motle jwang hao yetsa fela jwalo,positive,Sepedi,
kodwa ethan bruh keemstar been talking shit about hila nkebe omo namele,positive,Sepedi,
@user cha lena ayidingi i motivation,negative,Sepedi,
ngwanake o digela 6months ka di 2 aprilhaise abo a lwale ka tsatsi lepe since a tsholwankuku o nkemetse ka dinao ele ruriim blessed,negative,Sepedi,
@user aowa nna ke kaone o nyaka go bona,negative,Sepedi,
@user never this is my life aibo mangyeka lento what else can i do my limits go as far as alcohol,positive,Sepedi,
@user bathong sis i suspected u have a fave when i saw u asking sthe to vote but had no problem idea its gashiriza n also that u are a gone girl for him,negative,Sepedi,
@user ngiko phela ngitsi i was down horrendousyoh,negative,multi,
@usersir tumi sole kopa ontshe sekgowa ka dinko,negative,multi,
@user @user nyaa ga ba a bona nkabo e le mathata,negative,Sepedi,
u oa enesa pula today,positive,Sepedi,
@user babe ake sao tseba bathong,negative,Sepedi,
lona le tshela se movie hela waitse,positive,multi,
@user aowa monna eseng lebole lenna nkabo ke kgobile hela,negative,multi,
@user any time babes lemme know when that r 20k clears ke dirile eft,negative,Sepedi,
@user bona straight to the point and loudly so,positive,multi,
@user yah neh kile ya rata go ntswalla ya greater gabs kaa thuswa ke go missa bus,positive,Sepedi,
ekare motho kebe a le mo classeng a bala ka bo tana mo the amaryllis botshelo bo santse bo tobetsega,negative,Sepedi,
@user nature o rayang manisaaitse kana le bona dilo,negative,multi,
@user @user skeem sa ka i love you so much ngwana mama and i got you too,positive,multi,
@user @user hela wena o filwe ha pele hle,positive,Sepedi,
@user i knew it and i love it im gay for you too ntate,negative,Sepedi,
it was a tough one yooh mara oksalayo o pudi maan,positive,Sepedi,
@user lol gao robalegi kgale keo emete mohlagase lol,positive,Sepedi,
@user @user iholo lonke phela leli alikweletayo nami bengizo thula,positive,Sepedi,
le @user amp @user re go felegeta kae mesong ya lehonoromela whatsapp vn 01 895 9302,positive,Sepedi,
how many new year resolutions have you implemented we are already in the 3rd month phela,positive,multi,
le batho ba ba bitsa di convenience di bekezela hun,negative,Sepedi,
@user se nale bosawana ka mo gare,positive,Sepedi,
@user @user wena o lle ka ga baloi,negative,multi,
@user no way o rata drama,positive,Sepedi,
@user oh u monate joale ke hlakole,negative,Sepedi,
@user i cried like such a lil bish this week because a close friend of mine moved to japan and i didnt have the chance to say goodbye while i feel sad that shes gone im also super happy for her and i hope she thrives there,negative,multi,
