sentence,Final_labels,predict_name
@user @user o tshwere chelete or o batla go tshwara baiki,positive,Sesotho
@user he was right to ask i even want to know kganya has me hooked on the story now we need answers,positive,multi
@user u utluile grootman le leng ke itse ke taba ea ho tseba koloi ea hau haeba motho eo oa gd6 o ne a sa lumele koloi ea hae e ka tΓö£┬╗Γö¼Γò£oarella boemong boo teng u tla re engthis is like justifying crime u re na motho o nketsoe wallet e ka pakothong,positive,multi
o betere haona matricrona ba admissions to bachelor hare robale ke 2359,negative,Sesotho
then they ask o sure gore o sharp gai 50bathong ke nahana taba tsa bophelo baka ake radio,negative,Sesotho
our scars might not be visible empa modimo ore lwanetse,negative,Sesotho
@user empa o bua ntho e etsahalang ka mono,negative,Sesotho
@user jehovah a re re di tlohele dintho tse mamello,negative,Sesotho
gents ke eo kgang,neutral,Sesotho
keep checking up on them guys le se ke la ba lahla ha re hane ke masholu empa oele,negative,Sesotho
@user elore o nahana la rekisa kaofela y everytime is there a material or price value that determines if a guy is sex worthy,positive,Sesotho
@user @user i thought i was bad at texting basali empa this one takes the cup how do you ridicule a personΓö£┬╗Γö¼Γò£s identity amp,negative,Sesotho
batho bano e ne e re ha ho buuoa ka hore ho be le molao oa hore party li bontΓö£┬╗Γö¼Γò£e hore na ba nka funds kae for their campaigns ma dc ke ba pele ba ho e hlaola ke hopola ati letsosa ke e mong oa ba oele oa ho ema a hanyetsa taba enowhats there to hide haeba ba clean,negative,Sesotho
@user malope ritha mochine,neutral,Sesotho
@user i have no idea but yoh she doesnt care le track suit hela ya matching bottoms and top she will just take se se gaufi abo a kopanya no matter what print or colour they are,positive,multi
eh ekare ho shoot your shot live jive ke spane hn ha ba ka hana teng o tlo etsang,negative,Sesotho
@user akiri le bona chiefs le pirates e etsang,negative,Sesotho
the way le itukisang ka teng ha leya menateng motho aka nahana le tseba ho bala,negative,Sesotho
@user emergencies god forbid also to assure ko lapeng gore ga baa go tsaa,negative,Sesotho
@user eitse sebokeng sa hae ha a re o tlo se fa maponesa ne ke nahana he is just campaigning,positive,Sesotho
@user nna tota ke a bo ke bata go pega leoto hela,positive,Sesotho
@user helik oe bona hantle jee,negative,Sesotho
@user @user @user kore ka nahana mala mohodu,positive,Sesotho
@user batsho o sisi yhuuu soyiki,positive,Sesotho
@user @user etsang condom,neutral,Sesotho
le ha o bona ke bata e hela jaana ya ntsamaele shem ke gore hela ke lapile ng ng,negative,Sesotho
lena le tswafa ho nahana es maar net,positive,Sesotho
@user bathong lona le tletse ka dipuo le di dipolelo tlhe,negative,Sesotho
@user o bona kgang e ga e batle tota,negative,Sesotho
this one wa bolawa,negative,Sesotho
@user wish i can sing that verse sefela se se maatla lefifi le letsho letsho le mofuteng o kgopo,negative,Sesotho
@user strata se batla chelete le koloi things i dont have,negative,Sesotho
ke lumellana le oena hore mokhothu ha a tsoarela lesotho letho,positive,Sesotho
@user le rona reo rata haholo feela mme,positive,Sesotho
@user u tsebe ha ke tsebe le hore o bapallang at club level empa ke nahana o bapala league tsa hona mexico mono,negative,Sesotho
kopa his team ba sebelletse hore e be verified and also be ngole title hantle a be motle like his peers we dont want stunt tsane tsa his predecessor,negative,Sesotho
@user i wonder bo blueivy batlo etsang bona yooo i am funeral,positive,Sesotho
mo spaza sa abdul kamo next door di teng shem strawberry and banana stock se tletse ebile,neutral,Sesotho
@user @user @user @user haona monyetla ntate youre the first person to do so then we can follow,neutral,Sesotho
@user nou ba hloka thuso yagae,negative,Sesotho
@user @user hospitals ge at least ministers itΓö£┬╗Γö¼Γò£s not like ba etsa ntho e bonagalang,negative,Sesotho
kanthe lona lea kopana guys etsang ngwanabo lona le yena,negative,Sesotho
other 95Γö£┬╗Γö¼Γò£s get 25k empa nna no more clubbing for me then,negative,multi
bathong le bueng early gore le nale banasa fitlhela rele busy ka video call ebe motho a tlhagella are Γö£┬╗Γö¼Γò£heyo mamanyeΓö£┬╗Γö¼Γò£,negative,Sesotho
@user but its really hot today empa i understand its a need,negative,Sesotho
@user @user nne kere jemie a bue yaaka tlhola a bua re mo utlwe,positive,Sesotho
@user @user ahhahaahah wa ukoa if ke tloha maseru kea lotshebeletsong moo ha ke fihla hothoe motlakase ha me nahana ho khutlela hape ke la tlamea ho koleka,negative,Sesotho
bathong nahana foto eajo aeee cut,neutral,Sesotho
@user @user empa mosebetsing ha se mo ho itloasoang bolutu ke mosebetsing,negative,Sesotho
se ile sa nkuka beke bu ne ke so utloe flue e joalo lost appetite lijo tse mafura li nkhela ha bohloko hn lijo tse tsoekere tasted weirdua hatsela next minute ua chesa u rotha mofufutso3 weeks later ke nna a okang motho oa eona empa eena bonyane oa ja,negative,Sesotho
@user kopa fela r500,neutral,Sesotho
@user @user ua tla nleka hoseng,neutral,Sesotho
@user @user mosebetsi wa yona kego jewa,positive,Sesotho
@user yes but bona ba bua ntho e siko hobane ba teng mono ke tsona lihlopha tsenox chelete tseno tseo ba nang le tsona ke tsa tsona lihlopha tseno its not like ha ba ka nyahlatsa team tseno ba tla fumana lichelete tseo ntseng ba li fumana from caf,negative,multi
@user @user im lost tebza di etsang di plastic tseo,negative,Sesotho
@user moleko o joang,neutral,Sesotho
@user o motle nyana hore,positive,Sesotho
@user @user li etsahala hangata mo ho lisoang,neutral,Sesotho
@user spot ono mongwe wa bona re bone fela a filwe 9 years mara yena ae berekisetsa ho utswa nahana fela,negative,Sesotho
@user ke rena bao,positive,Sesotho
ne ke bata go bona race but the way i am exhausted,negative,Sesotho
dont fear the cakeae thuso,positive,multi
@user @user @user rock on my sister you made my day serious bare ke mofao o monate haholo,positive,Sesotho
@user o motle gore nkare hase wena sfebe,positive,Sesotho
@user ee mma ga ba batla thuso a ba ye mens clinic,negative,Sesotho
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user moratuwa waka,positive,Sesotho
@user hantle e rata batho,negative,Sesotho
ice cream ena nka e ja ho ntso bata tjena,negative,Sesotho
@user uso e bitsa majoala joale empa yesbo nthabisa blindtrue love,positive,Sesotho
baitse re ntshetsa anger ho maritzburg utd lets see their next ba tlo etsang,positive,Sesotho
@user mantswe a matla haholo amen to that,negative,Sesotho
a few weeks back i was on a 39 minutes call the conversation went like youre my girl beautiful and ill never ignore you please stop deleting texts ya mbhora ntho eo ya hao and haholo alot was sad but i stopped deleting texts,negative,Sesotho
wa bona yanong o tletse metshameko mxxccm lies,negative,Sesotho
@user nna ke ebatla kamona morena maphale seditla bulwa,neutral,Sesotho
nna hle ha kena rest nako tse ke ise ke tsene ko lapeng ka monday,negative,Sesotho
whoever is doing this rfp posters is well learned motho ea tsebang spane sa hae ha kaalonete eona ne re e bueand then theres ba etsang tsa dc le abc,negative,Sesotho
moes tseo di betere di 2 woolworths eo ke price ya bra e one,negative,Sesotho
@user @user ebe ono itseng,positive,Sesotho
@user hangata li clowns ke bo rafaele,neutral,Sesotho
@user @user @user ke kopa o bale kgalo ya 73 e bohlokwa haholo mohlomong o tla utlwisisahona jwale e re o na le jurisdiction e ne e se e le molao o motjha ho bolelang hore diqoso tse ding di phuhlame,negative,Sesotho
nna sekgowa se mborela gore ba nyaka di grammar molo rena re e tsebela fofa mantsu boya motsweu,positive,Sesotho
batho ba ka stadium ke thabela nthoena e le e etsang,positive,Sesotho
@user @user @user @user e ne e re ha ke hlokomela bothata bona le a mang a batho ba sa luleng maseru ke etsa qeto ea hore batho ba etsang meralo ea litsebeletso tsena ba hloka ke ba nahanele boohle naha ka bophara lesot,negative,Sesotho
@user leresenyetsa nako fela mmuso owele,neutral,Sesotho
from got swagger to diaspora im happy to witness this@magleradoeboy s music raised me bokone bophirima to lefatshe,positive,Sesotho
some ladies were speaking afrikaans yesterday and i told them its language of the oppressors apartheid sale e fedile long story short ke ratile go bolawa ke batho mme ba nnyela kgale ba re gatella,positive,Sesotho
go bata lunch e marapo yaanun,negative,Sesotho
@user o motsoalle wa sebele,negative,Sesotho
@user you welcome my brother bakithi niyisizwe senkosi i really had to wena wesilowe are happy that uphatheke kahlegod bless you rea leboha haholo,positive,Sesotho
akukapheli no january empa sesibona o4 wat wat ngxarha maan,negative,Sesotho
lion spotted in kwekweΓö£┬╗Γö¼Γò£suburbs,neutral,Sesotho
@user @user wena wa nnyela pila pila o bolawa ke lereteΓö£┬╗Γö¼Γò£ke masepa a eng ahh,negative,Sesotho
@user @user welele thuso,neutral,Sesotho
@user tjee eo ke iran empa kea utlwa,positive,Sesotho
last ke thatswa koloi ke 3 weeks ago abo ke duela p260 madi hela a tsitsibanyang mmele koloi ya teng keye e tshetha okare eka bitswa serowe ha e nkisa masimo le office ebo e mpusetsa lapeng esa khubame e siame hilux surf older than ma2000 dikile tsa re namola bale tsa japan,negative,Sesotho
@user @user maneo pain e kileng ka e utlwa that week yoooh mojolong go botlhoko boseng kana ka sepe empa nna ko shwela teng,negative,Sesotho
@user @user @user ohong abti sechaba @user oa utloa hee youre that guy empa hee,neutral,Sesotho
@user @user @user @user thobela sehlopha sa ditlalemeso manana xipikara le khethake kgopela golakaletsa mfanaka ke shirley tsebenhlane ale boshega gamolepo o lakaletsa ke fredrick ramapuputla gafane maripathekong e,positive,Sesotho
@user ohh ke utloa taba ea hao bro empa hee ka nnete ke bana ba etsa lintho li etsahale,negative,Sesotho
@user ke nahana u khethile,positive,Sesotho
ong mphile haholo kea bokaka maatla a hao ke matlafetse,positive,Sesotho
@user ska timana ka kuku selemo se le secha betty ha ke tlo e qeta haeba e nyane,negative,Sesotho
empa nnaempa nnaand i bet my roommate knew,negative,multi
1905 2000 le @user x @user @velile_mnyandu @user @user,neutral,Sesotho
joale le re le tsona tsena li oele tlasa clause17 ela ea lintho tseo a li buioeng ka thlomamiso rona re nyantse hantle le liqhenqhe tsa tsoela ka ntle,negative,Sesotho
ke nnetse Γö£┬╗Γö¼Γò£yhoΓö£┬╗Γö¼Γò£ hela ha kena kgang,neutral,Sesotho
all these niggas dating lori cant see justin skye blind mfs,negative,Sesotho
@user @user ke utloisisa hantle khabane eso,positive,Sesotho
@user nahana hlemΓö£┬╗Γö¼Γò£ giant eoΓö£┬╗Γö¼Γò£,neutral,Sesotho
@user wa bona some things are unnecessary struuthose goats ke chelete,positive,Sesotho
ausi otla ithola o fetohile lekgoba la motho o hlokometse o hlatswetsa o mophehela a sena taba le wena hlokomela lelapa la henohlokomela molomo wa seo buang ka ona batho ba heso dumelang,negative,Sesotho
how can i stop biting my nails ke na le 2 days ke bolawa ke pain e nngwe yaana my finger swollen,positive,Sesotho
lori becoming a think piece everytime she dates someone new is wildΓö£┬╗Γö¼Γò£whatΓö£┬╗Γö¼Γò£s wilder is talkin about someone elseΓö£┬╗Γö¼Γò£s life,neutral,Sesotho
@user firstly panty e batlang ko kamoreng,negative,Sesotho
basotho dumelang hleng le phetse bana beso hoseng hona,positive,Sesotho
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user no disappointments kgaitsedi yaka,negative,Sesotho
@user empa feela le re nyatsaha hona le ntho e mohlolo e re e etsang mono,negative,Sesotho
@user gare utlwe ger,neutral,Sesotho
@user not you letho the one whoΓö£┬╗Γö¼Γò£s turning twitta into a spaza shop,neutral,Sesotho
@user wa qala jwaleu no ntso tla hantle,positive,Sesotho
@user nahana for ma dice,negative,Sesotho
@user a ska re ha nke ke mo direla sepe that book club at kana kgang should happen,negative,Sesotho
@user nna fav tsame ga di wele dingalo ha ba bata go tatsa lepako ha le tsoga hela lere ke a le bitsa re a go tatsa,negative,Sesotho
@user entleke lona le nahana retswa qwabalala kaohela,neutral,Sesotho
@user o kreye le mcdonalds ya pretorius e tletse okare ba tlo reka skopo,negative,Sesotho
mosotho today mosotho tomorrow mosotho for life,neutral,Sesotho
@user ehlile ukeke oa sacrifica ule mong re hloka hore re nke stand seo re le basotho empa haeba hare ready then ntse re tsoana le batho bana beo re ba roakang everyday,negative,Sesotho
@user in mid dec you were praising and singing ke wa rena ramaphosa re tsamaya le yena now yall are crying please do repeat the same song even when youre being trupped,negative,Sesotho
itΓö£┬╗Γö¼Γò£s wild that fnb allows some transactions to go through by tapping without pin required or online transactions going through without otp requirement ebe ba e hlophile joang,negative,Sesotho
@user nna ebile hake sa tswa ba re bolaisa piano haholo,positive,Sesotho
@user @user batho ba batle ba etsang ntho tse ntle,positive,Sesotho
@user ke clarify for those who bully me online amp,negative,Sesotho
@user ko pun mcm batang pisang je buat apa kat parlimen takde pernah dengor pun,neutral,Sesotho
@user @user @user nkabe antse a ithuletse shame ke tennwa hampe ke sekgowa se buiwang empa ho sena diphethoho,negative,Sesotho
@user lao etsang pitori,neutral,Sesotho
@user lekganyane ao utlwe fela p re byao,neutral,Sesotho
ke a bata gore,positive,Sesotho
@user go tletse ma engineer mo rounding mme ha gona nko e tswang lemina on creative ways of solving this issue,negative,Sesotho
@user god knows that i am really trying ka suzuki empa le yona it isnt meeting me half way,negative,Sesotho
i can do the former as for the latterΓö£┬╗Γö¼Γò£ ke phapha haholo,negative,multi
ke nese ke tshoha empa itse hake hopola hore o ipuela feela puso haosatla e bona ka khothola hore le e sa lomeng e ntse hobula,negative,Sesotho
@user @user o kese ba jwetse letho ba tseba haholo,positive,Sesotho
@user ba bangwe ga ba monate ba tletse meetse kamo fase,negative,Sesotho
@user @user im so emotional and overwhelmed ke thabo also overwhelmed by how much work needs to go into making the next five years a success empa hee moruopoooooo,positive,Sesotho
@user jowe joale le ba etsang ha ba tlameha ho hlapa,negative,Sesotho
