text,labels
abasiyekesiyamthanda thina umsholoziabayiyeke lento yabo ngoba ngeke balunge ngempelauthando lwethu lugcwele amabhakede ≡ƒñ⌐ayachichima ≡ƒÿà ,positive
"siyacela need a jail kancane, thando must wake up and smell the coffee hle isencanelengane ",positive
a ba a tshela ≡ƒÖê mme if yes i hope they learnt a lesson ,negative
nozuzani ngokuthi angasebenzi ≡ƒºÉ inkinga yale gender ukuthi yahluleka report sisi wase limpopo ohamba eveza izinqa ashuthe ngane zesikole eveze ezinqa ,negative
magoda bengisho ukuthi abeze sbalindile ,neutral
kaizerchiefs funda thembi mtanamwabheka phezulu ,negative
"zuma must now be on the ground like he was in 2007 leading to polokwane conference politically he has no match, angasabi luthothere very little time left ",negative
eyi wawukhuluma umbhedo umdala inqondo awunayo ngempela wena ,negative
"can you please explain this vomit why must i reload my feed one like at a time please can you not force us to agree to rubbish tourist maphumzah kingkarabo guys has this happen to you if so, sizani bakithi ",negative
"i remember when i started vumilecooks i cooked my familys groceries in our kitchen, with pots that i normally cook for my family intoday my kitchen cant even accommodate my pots ≡ƒÑ║Γ¥ñ∩╕Å okubalulekile ukuqala bafwethu, kuyohlangana phambili just start≡ƒñ₧0745433507 for orders ",negative
mar way ≡ƒÿé≡ƒÿé≡ƒÿé thah yini inkinga yakho≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ ,negative
whos this new age porn yho umuntu is old manje ,neutral
amasosha asemerika for sure iwona azofundisa awalana akuvamisile ukuthi angabikho endaweni ezinolwandle ,positive
"sidlala ukuhlupheka emzansi bona banemali yokuxhasa iqembu lebhola, ay kudlalwa ngetax yethu la ",negative
hopefully well have lento yokuthis mawushintsha umdlali kungabonakali ukuthi khona ophumile ,positive
abafuni bestie yenu uromlda akafuni lutho ,negative
shame ubungamupha bakithi ukumuphoxa ulakhunjaneave nginqena ukuphoxa umuntu especialy wesimame≡ƒÿòvery weaknes ,negative
nigvina kumasocial media inkinga yenu ≡ƒÖä≡ƒÖä nationalshutdown ,negative
the cook sisfikz ngicela ama recipe wa masalad please ≡ƒÑ║ ,neutral
wow what a mix ≡ƒöÑ≡ƒöÑ≡ƒöÑ≡ƒöÑ≡ƒöÑ≡ƒÆâ≡ƒÆâ ishayiwe ngempela yooooooh fm ukhozifmtop20 ,positive
also ngicela i voucher besties ≡ƒÖÅ ,positive
ukhozifmvabs mrozawangempel fm basakazi bami ngicela ukuthi hbd kuparas mpungose ohlala vosloorus wasenkandla akhule aluthokozele usuku lwakhe ,positive
"kunomehluko omkhulu phathi kuka humble no humbled, wena ngicabanga ukuthi bewufuna ukuthi, humble ",negative
nyathi mnandi kakhulu lomfana and age is on his side too ,negative
mkhize fm ezanamhla ngibingelele khizo zazimbi izindaba osivusa ngazo ekuseni zokudlula kweqhawekazi hlengiwe mtaka gambushe engathi umphefumulo wakhe ulala ngoxolo ,positive
"in true sa style, pirates mpontshane has earned a fundathembi meme after maarts sensational goal on saturday wabheka phezuluhe looked up ",positive
"thabethe remember your job critea to inspire us as a nation so manje all you do is say negative things firstofall i hardly know you and you inspired me but now when i want to hear your voice, all i hear is garbage clearly you want to be the only working villain ",negative
we see you cha muhle umsebenzi wenu ,negative
hay ngeke bafethu kunama numbers amaphoyisa ambulances iybhedlela nama mortuary available angyena batman mina bakithi ≡ƒÿ⌐ ,negative
nangu omunye osefuna bayomfundisa phesheya≡ƒÿ¡≡ƒÿé ,negative
"ubani ozoza la kungenagesi, amanzi ayahlupha, businesses are closing down, covid is still present, tigers are running the place rebate local tourist attractions to lower their prices maybe local tourism will improve this ke yona ay asazi ",negative
mnfethu kancane ngobetway kuyacelwa ≡ƒÿé≡ƒÿé ,positive
ngeke nje ungibone ngiphuza utshwala obenzelwa ebhakedeni mina ,positive
boity nia kamnandi ibuhlungu xa isenzeka kuye but for mmeli ngunozenzela unothanda lets all quit insulting these housemates because it will not end well for the both ,negative
lol inkinga inhliziyo yakho i busy icabangana ne chiefs ≡ƒÿé ,positive
momelezi manje awulikhumbuli nakancane nje≡ƒìå≡ƒñö≡ƒñö ,positive
yoh inyoka enstroke ,neutral
silambile yini manje akenisiyeke nazixaka kangaka ngathi siyaythanda language yethu abelungu sibakhulumisa ngayo ,positive
or bafike kanti u dakwe utshwala ≡ƒñª≡ƒÅ╛ΓÇìΓÖé∩╕Å ,positive
swallows silas timoteus right ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒñú≡ƒñú≡ƒñúsingenaphi manje ezindabeni zika silas ,negative
isibuko 1020cartel sjava bhuti usebenze kakhulu muhle umyalezo amakhehla amavaka zimndani zonke Γ¥ñ∩╕Å≡ƒÖÅ≡ƒÅ╛ ,negative
bbtitans bbtitianslo ukhalela ukuthi she couldnt save kanaga ayikho indaba yakhe ,negative
seyin loku manje ,negative
sana ndoyika nocela amanzi ngoku ,neutral
usekhulile kakhulu nokungezwa uyaphila kodwa≡ƒÿè ,positive
coach corleone emthanda kangaka ,positive
naskosana khohlwa amasango ezulu≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ ,negative
when i watched our match against sekhukhune i saw same mistakes which were done when we played cape town city in august last year there are simple things that must be rectified in this team which dont even need a coaching qualification for you to see but lutho ≡ƒÿ½≡ƒÿ½≡ƒÿ½ ,negative
"but i believe love wins, thulani noanathi bazojola ekugcineni ≡ƒÑ║ gqeberhatheempire ",positive
mina ngicela ukuba owakho bhebhe umngani ,positive
ukusho njeawunalo iqiniso muntu wesifazane ,positive
this is my thing khuluma ill never understand this behaviour shem ,positive
uwfm88 106fm sport loy vukamzantsi guyz phambi kokuba umjaje umntu ngendlela aphila ngayo ndicela ukhe uzifake kwezazihlangu azinxibileyo uve icala lakhe lestory wandule kengoku ukuba yijaji yodumo pitbull location ,negative
heartbreaking ≡ƒÆö≡ƒÿ¡ kazi sabenzani kangaka ,negative
rybrox njengoba usasindwa ujeke ungakwazi ukulwa nomunt oqukula isondo kanje ,negative
"06 nine mali bafana bakithiΓÇªone night out, 10 blocks ≡ƒÿ¡ ",negative
they all end up moving to key either way so ingozi ise key ≡ƒÿé≡ƒÿé ,negative
alice chana lets move to ct so gcina can love us like this haibo ≡ƒÑ╣≡ƒÑ╣ ,positive
"siyavuma wena sisters,kancane kancane daily steps turn into habitsthank you for inspiring the community ichoose2bactive ",negative
sthembilenkomo matshela k prosecutes simple judges work for establishment to enforce laws made by the establishment if you dont know that then ksamnyama ebusweni benkawu ,negative
i donΓÇÖt know if i should hit tinder nowΓÇª kuya phuthuma i need that person by friday ,positive
with the president my brother Γüªkonakela emoses mabhida konakele amazulu fc rewriting their story mtn8 wafa wafa the cup is staying in kznkhezetheni ≡ƒñ₧≡ƒÅ╛kodela umakhasana oyobebukaΓüª ,negative
sawbona wezimiphi nakhu ukukhuluma ksala ,positive
legends siya kolisi and pj powers were spotted at or tambo international airport ,neutral
n uzobona phambili≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú ,positive
mntase ngicela unga ngi shiyi mewu hamba nge ndiza ≡ƒÿè ,positive
≡ƒÿé angeke uhlale ungangikholwa ngoba uzithanda kabi ezinobubi izindaba ,negative
94 kodwa emzansi bakithiuphi ududu ,negative
wee sibheke phambili ,positive
into ehlangene no mbali akayizwa kwanhlobo ≡ƒÑ╡≡ƒÑ╡≡ƒÑ┤ ,positive
m charles umpontshane uthi ibhola livele lanyamalala emoyeni bengithi unamanga but now it makes sense ,negative
siyobona phambili mtaka dad ,positive
ngicela sizame ,neutral
update imbewu the seed cancelled ,neutral
mawami anginyakazi eduze khozi lwami ngise dobsonvile liyana ,positive
"nonkem like iΓÇÖm really lost already who is she friends with, ngeke already senezidumbu ezi2 phansi ≡ƒÿ⌐≡ƒÿ⌐≡ƒÿ⌐ΓÜ░∩╕Å ",negative
ukhozi fm sawubona thumbeza ngicela ukucothoza nomndeni wami wonke wakamemela kwamaxhini edonnybrook bese kube omalume kasokhela khona edonnybrook cothozamfana ikhwezilokusa ukhozifm ,positive
"i saw him and thought, nkos yam is this our future vele if kungalungi manje, in the next 10 years sijola nalaba ",neutral
wamshaya ingozi engeqiwa ntwala≡ƒÿé≡ƒÿé≡ƒÿé ,negative
invest darling khohlwa ilokho okunye ,negative
khululeka u wont ,neutral
ts ngubane cabanga ,neutral
awu ngempela awazi nje ukuthi ujulie once flew like a little birdie ,positive
"qhubeka wena,babonise kwenziwa njani≡ƒÑ░ ",neutral
luv haha ngempela ≡ƒñú ,positive
"elo yeap, sobona phambili ball ",positive
"too much , awa understand umjolo ukuthi unokuphela ≡ƒñú≡ƒñú≡ƒñú ",neutral
he never leaves also kuthiwa he is not a man that he shall lie nor the son of man that he shall speak and not provide shook ,positive
yekan ucinga yonke iwabilili ≡ƒÿé≡ƒÿéapha phandle ,positive
wena okumele ukwazi ukuth niqambelana amanga namajitha ,negative
batshele kahle ukuthi awufuni ukuza ku event yabo≡ƒÿé ,positive
vote musiq aymos young stuna sengizwile kabza smal msaki khusela musa keys konke kancane ,negative
5388 angeke uhlale ungangikholwa ngoba uzithanda kabi ezinobubi izindaba ,negative
ngicela nitshele u pastor ksasa sure sure ngyeza esontweni ,negative
dontre191397721 amantombazane aseyahlanya ke manje ,negative
kakhulu ayy ≡ƒÿé≡ƒÿ¡ ,negative
fm mrozawangempel welelele inganekwane ,negative
grow realize dumb decision mary women qhubeka kodwa ≡ƒÿÆ ,negative
yazi nje mamkhoza wonke u producer meke wasebenza nawe uba na that thing≡ƒÿì≡ƒÿì≡ƒÿìmasebebingelela nje omakasolwa bakithi jabulujule9 12 melansi ,negative
"ofs5b amanga plz, sibadala illegal hay nooo send me a link to support this i tried google no such thing ",positive
ayi ukΓÇÖmosha iskhathi nje muthi uyayΓÇÖbukela ,positive
waitse re tshela mo dinakong tse di thata lona ah ,positive
"love kuthiwa mna ndizoba na36 ngomarch kutshiwo, andiyazi mna ",neutral
and then you lose the money ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ ubuye usugudla udonga usaba ukungena endlini ≡ƒÿé≡ƒÿé ,negative
yurpgate   power situation resolveduntil gues tlebe tshela hela phone timile≡ƒÆö ,negative
"ngathi izinhlokosela zingagcwala ubuso woze uyeke ukuleva okomfazi ,a whole adult with a wife and kids umdala bro ",negative
kanti unjani admin bengithi kaizer chiefs ≡ƒÿÆ ,negative
one thing iΓÇÖve really mastered is the ability to detach myself one little red flag amp iΓÇÖm out umthambo wokΓÇÖbekezela iwona ongasekho bakithi ,negative
"ayy yabona ke le, ikhuluma nami njengamanje ≡ƒÿé≡ƒÿé≡ƒÑ▓ ",positive
zuma anisebenzela kangaka bafethu anikafuni ukumnika uqhele wakhe ,positive
"mtho khohlwa his blood is black, green and yellow ",negative
"ive never drank this thing shame, told myself that i wont drink something that i see storming other peeps bese nami ndiyazi faka ≡ƒÖà≡ƒÅ╜ΓÇìΓÖé∩╕Å but its 5 manje seyi weak ≡ƒæë≡ƒÅ╜ ",negative
ikhekhe lizingenelile nalo emshadweni guys ,positive
ngicela naku sg ,positive
its scary seeing umjita posts izindaba zabantu besifazane ,negative
mabuza25 si lungile ibuhlungu ≡ƒÆö ,negative
kancane kancane yall are proving me right rsa does have the beautifulest women ≡ƒÿì≡ƒÿì≡ƒÿì≡ƒÿì ,positive
"11 wee hhe bengithi uzothi ,ngicela ukukufakela eyokuza,ngokukhombisa le ndawo ≡ƒÿ⌐≡ƒñú ",negative
sishonelwe utakeoff lana cela nima ngamabele kancane ,negative
ngaso sonke iskhathi ngoba ihlala iyinto eyodwa ayijiki ihlala imnene futhi iheha izinto ezinhle kulowo onayo yenza futhi ube nogazi nabakuzondayo bacabanga kaningi uma befuna ukukucikela phansi ,negative
ache your private banking services are below par ebile nna kea le siya ,neutral
usho ukuthi izolo ulale kahle kanje bakithi ,positive
qinisile if befuna wina mele bengamfak uduma coz kaziwa ndawowaziwa ngapha south coast mam dube kade bamazi esaka cogta ,negative
"i still cant believe that single people like me get horny ill be sitting there talking to it like, manje mawuvuka kanje uthi uyodlani ",negative
hai kodwa bakithi sa this is not it ,negative
imagine the so called a lawyer asking the the ordinary citizens abt the legal matters jst to get likesim sure u miss public protectors office money≡ƒÿé≡ƒÿékwaaaks indlala is building u ,negative
lmaoooo long legs remember that time that guy asked us if besiye egarage ngempela cause we took too long and you waited for us to come up with an excuse before bursting out laughing ≡ƒÿ¡≡ƒÿé≡ƒÿé≡ƒÿé ,negative
"angsaapply, angsenzilutho umsebenzi makowami uzongfica ekhaya, ngkhathele oregret≡ƒÑ▓ ",positive
cabanga ≡ƒÿö kuyafana nokuthi ngimubi ≡ƒÿé≡ƒÿé ,negative
stemele usebusini ntombi yoh imbi kakhulu sana cacile only off days zakhe ,positive
ezihambe phambili kwezemidlalo kimi ukuqhubeka kokungenzi kahle kweliverpol kanye nokuqhubeka kokuvulela imbudlu yamagoli kweqembu lami mamelodi sundowns ,positive
asking round kufaka kancane ≡ƒÿé ,positive
icala umphikwa struu ,negative
manje wonke amateku azofana nama yeezy ,negative
nathula kangaka niphuzaphi ,positive
nokuthi i fruit bengingaz bengithi mhlampe i veggie kodwa ke asaz ukufunda akupheli kodwa its one of the best fruitveggie nton nton contains antioxidants and hydrates the skin to perfection ,negative
abramjee kuse kude phambili if this is how you think xeim ,positive
yhongikengezwa ne mcdsomeone even illustrated abt their burger ukuthiif you buy amp leave it for daysits still intact amp edibleyho ,negative
xo inganekwane mcdonalds ,negative
maar mos didnt introduce her because i needed approvalit was for ukuthi bazi ngihlekisana noban≡ƒñ╖≡ƒÅ╛ΓÇìΓÖé∩╕Åmina never ,positive
"mphumzi2 nam nditsho jerry, waya nje emonti eyofuna umsebenzi otherwise yiponi straight ",negative
dali nengwenya bakithi asilishumayele ivangeli kubantu imbi lento yokushayisa umuntu emgwaqeni bese ubaleka bese ngicela kwabase gunyeni basiphe amareflector izakhamizi lezi eziqhuba izinqola azibonakali ebusuku kant azisuki emgwaqeni ,negative
o it works in your favour njayam i will attack one side of the tl and you will attack the otherbut i have less followers ≡ƒÿé≡ƒÿé≡ƒÿé amahloni ,negative
"ukuthi ni weak nina ekholwen ,qinani zinja ",positive
thank you so so much to everyone who has been liking and retweeting my business post≡ƒÖÅ≡ƒÅ╜ ngiyabonga kakhulu ,positive
qaphela umntu wogqithwa nayimpuku engabhatali rent kwakhe ≡ƒñú ,positive
boii its a trap i deny deny deny ungalivumi icala period ,negative
"sandilembokaz17 inkinga ukuthi women arent women any more, they drink too much alcohol and keep on nywe nywe nywe, men dont like lokho ",negative
alifake kancane ngemumva ulele uphenduke slowly umvulele ≡ƒÿ½≡ƒÿï≡ƒÿì cha siyanithanda bafana ≡ƒÑ║ ,negative
wa tshela ,neutral
ngcobo ohh she what ≡ƒñö≡ƒÿÅ≡ƒñª≡ƒÅ┐ΓÇìΓÖé∩╕Ånow that changes things for meshe has a lot of personal work she needs to do and i agree that it is not your job to help someone fix themselvesshiya phansi bafo ,negative
thc cabanga ,neutral
dream trust hapens kusho ulaka kubantu abadala ,positive
"ezisematheningibingelele mazungu kuyamangaza ukuthi kungaxhaswa iclub yebhola yaphesheya ekubeni sidonsa nzima kuleli ngendaba kagesi,isibhedlela emlazi nakhu amanzi asinawo indlela nje yokufuna ukuntshontsha imali ",negative
"m1 ngitokhala ke mine lebantfwini, ngilunge endlini ",positive
midrand nongabinametsi iveki yonke iphele kodwa imvula ibigxigxa ugalalela defauq is all this ≡ƒñö ,negative
ngi sola sengathi amathuluzi iwona ekumele abeke mina phansi coz wow ≡ƒÿé ,positive
weh inganekwane just so you know talk is now cheap with telkomchatbundles ≡ƒöÑ stay connected for less with daily bundles from 500mb for just r15 dial 180 and select purchase bundlestsh ,negative
kancane kancane niyavela nina ,positive
ntuli lol uzakhele yena wamshiya ngaphandle ≡ƒñú ,positive
yavele yamsakaza ngenkulu inhlamba lena bakithi ,positive
ezani manje ,neutral
"hayi ndiphuma nalo okhaba umhlaba, uyayenza into yakhe ≡ƒÿÇ≡ƒÿÇ≡ƒÿÇ ",positive
nizwile uyabuya ujabu ≡ƒæî≡ƒÅ╛Γÿ¥≡ƒÅ╛go to the link to understand≡ƒæî≡ƒÅ╛≡ƒÖÅ≡ƒÅ╛ ,positive
"yey ninazo ngempela iyshwapha,bengithi kyadlalwa≡ƒÿé≡ƒñú≡ƒñú≡ƒñúnibahle kodwa,aningishwaphazisani nam≡ƒÿü≡ƒÿü ",negative
feling wanting ukuchamela folower amithe ≡ƒÿÅwhoever wants child ushaye phansi mfana bilionaire consider childkhohlwa khohlwa ,negative
lmfao wena nota uyasangana ngempela ≡ƒÿà≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé you something else for real ,positive
"mizzzidc if you love someone ama conditions someone said you need to be earning r50k to consider umshado, in sa people working ema shop, construction workers they mustnt date because income combined doesnt reach r50k lol yoh ",negative
azola awume kancane azola please ,positive
lol ingalo enkulu kangaka dm the full khwapha ngibone ,positive
sebekwenzeni ke manje≡ƒñ╖≡ƒÖê≡ƒñú≡ƒñú≡ƒñú ,negative
"went to play ball with bros for the first time in months, angikaze ngikhathele kanje 4 minutes in, cishe ngafa no gas in my tank ",negative
